Gene,GOID,DEFINITION,ONTOLOGY,TERM
MYCTH_2302228,GO:0003824,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF,catalytic activity
MYCTH_2302228,GO:0003860,Catalysis of the reaction: 3-hydroxy-2-methylpropanoyl-CoA + H2O = CoA + 3-hydroxy-2-methylpropanoate.,MF,3-hydroxyisobutyryl-CoA hydrolase activity
MYCTH_2294864,GO:0019787,"Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y --> Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein.",MF,ubiquitin-like protein transferase activity
MYCTH_2303243,GO:0003677,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF,DNA binding
MYCTH_2303566,GO:0003824,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF,catalytic activity
MYCTH_2303566,GO:0008483,"Catalysis of the transfer of an amino group to an acceptor, usually a 2-oxo acid.",MF,transaminase activity
MYCTH_2303566,GO:0004587,Catalysis of the reaction: L-ornithine + a 2-oxo acid = L-glutamate 5-semialdehyde + an L-amino acid.,MF,ornithine-oxo-acid transaminase activity
MYCTH_2309335,GO:0005780,"The component of the intraperoxisomal membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.",CC,extrinsic component of intraperoxisomal membrane
MYCTH_2299204,GO:0008080,Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.,MF,N-acetyltransferase activity
MYCTH_72245,GO:0003924,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,MF,GTPase activity
MYCTH_72245,GO:0005525,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",MF,GTP binding
MYCTH_2299621,GO:0003735,The action of a molecule that contributes to the structural integrity of the ribosome.,MF,structural constituent of ribosome
MYCTH_2302625,GO:0006281,"The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.",BP,DNA repair
MYCTH_2059229,GO:0032040,"A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins.",CC,small-subunit processome
MYCTH_2295438,GO:0005576,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.,CC,extracellular region
MYCTH_2294054,GO:0003676,Interacting selectively and non-covalently with any nucleic acid.,MF,nucleic acid binding
MYCTH_2294054,GO:0000166,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",MF,nucleotide binding
MYCTH_2118845,GO:0000166,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",MF,nucleotide binding
MYCTH_2296798,GO:0006511,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.",BP,ubiquitin-dependent protein catabolic process
MYCTH_2310076,GO:0016301,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",MF,kinase activity
MYCTH_2310076,GO:0003951,Catalysis of the reaction: ATP + NAD(+) = ADP + 2 H(+) + NADP(+).,MF,NAD+ kinase activity
MYCTH_49700,GO:0016787,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",MF,hydrolase activity
MYCTH_2310273,GO:0004499,"Catalysis of the reaction: N,N-dimethylaniline + NADPH + H+ + O2 = N,N-dimethylaniline N-oxide + NADP+ + H2O.",MF,"N,N-dimethylaniline monooxygenase activity"
MYCTH_2308133,GO:0000981,Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYCTH_2302025,GO:0043248,"The aggregation, arrangement and bonding together of a mature, active proteasome complex.",BP,proteasome assembly
MYCTH_2294243,GO:0003824,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF,catalytic activity
MYCTH_2296007,GO:0016192,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",BP,vesicle-mediated transport
MYCTH_2296007,GO:0006623,"The process of directing proteins towards the vacuole, usually using signals contained within the protein.",BP,protein targeting to vacuole
MYCTH_2296802,GO:0035103,"The proteolytic release of a transcriptionally active sterol regulatory element binding protein (SREBP) from intracellular membranes, freeing it to move to the nucleus to upregulate transcription of target genes, in response to altered levels of one or more lipids.",BP,sterol regulatory element binding protein cleavage
MYCTH_2059428,GO:0022857,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF,transmembrane transporter activity
MYCTH_50843,GO:0001510,Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor.,BP,RNA methylation
MYCTH_50843,GO:0008168,Catalysis of the transfer of a methyl group to an acceptor molecule.,MF,methyltransferase activity
MYCTH_2310234,GO:0016787,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",MF,hydrolase activity
MYCTH_2310234,GO:0016810,"Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds.",MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
MYCTH_2306143,GO:0006351,The cellular synthesis of RNA on a template of DNA.,BP,"transcription, DNA-templated"
MYCTH_2302825,GO:0006284,"In base excision repair, an altered base is removed by a DNA glycosylase enzyme, followed by excision of the resulting sugar phosphate. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase.",BP,base-excision repair
MYCTH_2302825,GO:0003824,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF,catalytic activity
MYCTH_2121801,GO:0004553,Catalysis of the hydrolysis of any O-glycosyl bond.,MF,"hydrolase activity, hydrolyzing O-glycosyl compounds"
MYCTH_2298909,GO:0016192,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",BP,vesicle-mediated transport
MYCTH_2309109,GO:0046872,Interacting selectively and non-covalently with any metal ion.,MF,metal ion binding
MYCTH_2302135,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2092438,GO:0000398,"The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.",BP,"mRNA splicing, via spliceosome"
MYCTH_104551,GO:0016791,"Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.",MF,phosphatase activity
MYCTH_2297964,GO:0005375,Enables the transfer of copper (Cu) ions from one side of a membrane to the other.,MF,copper ion transmembrane transporter activity
MYCTH_2298153,GO:0005886,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,CC,plasma membrane
MYCTH_2301625,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2295358,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2298040,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2298040,GO:0008521,"Enables the transfer of acetyl-CoA from one side of a membrane to the other. Acetyl-CoA is a derivative of coenzyme A in which the sulfhydryl group is acetylated; it is a metabolite derived from several pathways (e.g. glycolysis, fatty acid oxidation, amino-acid catabolism) and is further metabolized by the tricarboxylic acid cycle. It is a key intermediate in lipid and terpenoid biosynthesis.",MF,acetyl-CoA transmembrane transporter activity
